|      |earth  |jupiter|mars   |mercury|neptune|saturn |uranus |
+--------+---------+---------+---------+---------+---------+---------+---------+
|earth |   0.0| 628.91|  78.39|  79.78| 4345.4| 1283.8| 2722.8|  41.44|
|jupiter|628.91|    0.0| 550.52| 708.69|3716.49| 654.89|2093.89| 670.35|
|mars  | 78.39| 550.52|    0.0| 158.17|4267.01|1205.41|2644.41| 119.83|
|mercury| 79.78| 708.69| 158.17|    0.0|4425.18|1363.58|2802.58|  38.34|
|neptune|4345.4|3716.49|4267.01|4425.18|    0.0| 3061.6| 1622.6|4386.84|
|saturn|1283.8| 654.89|1205.41|1363.58| 3061.6|    0.0| 1439.0|1325.24|
|uranus|2722.8|2093.89|2644.41|2802.58| 1622.6| 1439.0|    0.0|2764.24|
|venus | 41.44| 670.35| 119.83|  38.34|4386.84|1325.24|2764.24|    0.0|
